,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
216,Tet ( a ) & ( Tet ( e ) | Tet ( f ) ),all these hold : \item a is a tetrahedron \item e is a tetrahedron or f is a tetrahedron,0,0,0,0
217,"SameCol ( b , e ) & SameRow ( d , e ) & SameCol ( a , d )","b is in the same column as e , d is in the same row as e and a is in the same column as d",0,0,0,0
218,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( c , c ) )",it is not the case that d is in front of c or in front of b and it is not the case that c is in front of b or c is in front of itself,0,0,0,0
219,"BackOf ( d , b ) & BackOf ( e , b ) & Larger ( e , b ) & Larger ( d , b )","d is in back of b , e is in back of b , e is larger than b and d is larger than b",0,0,0,0
220,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) ) & ~ FrontOf ( c , b )",it is not the case that d is in front of b or in front of c and c is not in front of b,0,0,0,0
221,"~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b )","d is not in front of b , d is not in front of c and c is not in front of b",0,0,0,0
222,Small ( a ) | ( Large ( d ) & Large ( c ) ),a is small or d and c are large,0,0,0,0
223,~ ( Small ( d ) | Small ( c ) ) & Cube ( c ) & Cube ( d ),"it is not the case that d or c is small , c is a cube and d is a cube",0,0,0,0
224,( Tet ( a ) & Tet ( e ) ) | ( Tet ( f ) & Tet ( a ) ),at least one of these holds : \item a is a tetrahedron and e is a tetrahedron \item f is a tetrahedron and a is a tetrahedron,0,0,0,0
225,"~ ( FrontOf ( c , c ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( d , b ) )",it is not the case that c is in front of itself or c is in front of b and it is not the case that d is in front of c or in front of b,0,0,0,0
226,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) )","it is not the case that d is in front of c , c is in front of itself , c is in front of b or d is in front of b",0,0,0,0
227,~ Small ( d ) & ~ Small ( c ) & Cube ( c ) & Cube ( d ),"d is not small , c is not small , c is a cube and d is a cube",0,0,0,0
228,( Tet ( a ) & Tet ( f ) ) | ( Tet ( a ) & Tet ( e ) ),at least one of these holds : \item a is a tetrahedron and f is a tetrahedron \item a is a tetrahedron and e is a tetrahedron,0,0,0,0
229,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b )","d is not in front of c , c is not in front of b and d is not in front of b",0,0,0,0
230,"~ ( ( RightOf ( a , c ) & LeftOf ( a , b ) ) | ( RightOf ( e , c ) & LeftOf ( e , b ) ) )",it is not the case that a or e is to the right of c and to the left of b,0,0,0,0
231,"SameCol ( b , e ) & SameCol ( d , a ) & SameRow ( e , d )","b is in the same column as e , d is in the same column as a and e is in the same row as d",0,0,0,0
232,"FrontOf ( b , c ) | FrontOf ( c , b )",b is in front of c or c is in front of b,0,0,0,0
233,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ FrontOf ( d , c )",it is not the case that d or c is in front of b and d is not in front of c,0,0,0,0
234,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) )","it is not the case that d is in front of c , c is in front of itself , d is in front of b or c is in front of b",0,0,0,0
235,"~ FrontOf ( c , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )","c is not in front of c , c is not in front of b , d is not in front of c and d is not in front of b",0,0,0,0
236,"~ ( RightOf ( e , c ) & LeftOf ( e , b ) ) & ~ ( LeftOf ( a , b ) & RightOf ( a , c ) )",it is not the case that e is to the right of c and to the left of b and it is not the case that a is to the left of b and to the right of c,0,0,0,0
237,Cube ( c ) & ~ Small ( c ) & Cube ( d ) & ~ Small ( d ),"c is a cube , c is not small , d is a cube and d is not small",0,0,0,0
238,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , b )","d is not in front of c , c is not in front of b , c is not in front of c and d is not in front of b",0,0,0,0
239,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( d , c ) )","it is not the case that d is in front of b , c is in front of b or d is in front of c",0,0,0,0
240,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) )","it is not the case that d is in front of c , c is in front of b or d is in front of b",0,0,0,0
241,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ FrontOf ( c , b )",it is not the case that d is in front of c or in front of b and c is not in front of b,0,0,0,0
242,"~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )","c is not in front of b , d is not in front of c and d is not in front of b",0,0,0,0
243,~ Small ( c ) & Cube ( c ) & ~ Small ( d ) & Cube ( d ),"c is not small , c is a cube , d is not small and d is a cube",0,0,0,0
244,~ ( Small ( d ) | Small ( c ) ) & Cube ( d ) & Cube ( c ),"it is not the case that d or c is small , d is a cube and c is a cube",0,0,0,0
245,"SameCol ( d , a ) & SameRow ( e , d ) & SameCol ( b , e )","d is in the same column as a , e is in the same row as d and b is in the same column as e",0,0,0,0
246,"BackOf ( d , b ) & BackOf ( e , b ) & Smaller ( b , e ) & Smaller ( b , d )","d is in back of b , e is in back of b , b is smaller than e and b is smaller than d",0,0,0,0
247,"BackOf ( d , b ) & BackOf ( e , b ) & BackOf ( d , b ) & BackOf ( e , b )","d , e , d and e are in back of b",0,0,0,0
248,"~ ( Large ( e ) & ~ BackOf ( e , a ) )",it is not the case that e is large and e is not in back of a,0,0,0,0
249,"SameCol ( b , e ) & SameRow ( d , e ) & SameCol ( d , a )","b is in the same column as e , d is in the same row as e and d is in the same column as a",0,0,0,0
250,"~ ~ SameCol ( b , e ) & SameRow ( e , d ) & SameCol ( d , a )","it is not the case that b is not in the same column as e , e is in the same row as d and d is in the same column as a",0,0,0,0
251,"~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , c )","c is not in front of b , d is not in front of b , d is not in front of c and c is not in front of c",0,0,0,0
252,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , c )","d is not in front of c , c is not in front of b , d is not in front of b and c is not in front of c",0,0,0,0
253,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) | FrontOf ( c , c ) )","it is not the case that d is in front of c , c is in front of b , d is in front of b or c is in front of itself",0,0,0,0
254,~ Small ( c ) & ~ Small ( d ) & Cube ( d ) & Cube ( c ),"c is not small , d is not small , d is a cube and c is a cube",0,0,0,0
255,"~ ( ( RightOf ( e , c ) & LeftOf ( e , b ) ) | ( LeftOf ( a , b ) & RightOf ( a , c ) ) )",it is not the case that e is to the right of c and to the left of b or a is to the left of b and to the right of c,0,0,0,0
256,"~ ( LeftOf ( e , b ) & RightOf ( e , c ) ) & ~ ( RightOf ( a , c ) & LeftOf ( a , b ) )",it is not the case that e is to the left of b and to the right of c and it is not the case that a is to the right of c and to the left of b,0,0,0,0
257,"~ ( FrontOf ( c , b ) | FrontOf ( d , c ) | FrontOf ( d , b ) )","it is not the case that c is in front of b , d is in front of c or d is in front of b",0,0,0,0
258,"BackOf ( e , a ) | ~ Large ( e )",e is in back of a or e is not large,0,0,0,0
259,"Larger ( d , b ) & Larger ( e , b ) & BackOf ( e , b ) & BackOf ( d , b )","d is larger than b , e is larger than b , e is in back of b and d is in back of b",0,0,0,0
260,Cube ( c ) & Cube ( d ) & ~ ( Small ( d ) | Small ( c ) ),"c is a cube , d is a cube and it is not the case that d or c is small",0,0,0,0
261,"SameCol ( e , b ) & SameRow ( e , d ) & SameCol ( d , a )","e is in the same column as b , e is in the same row as d and d is in the same column as a",0,0,0,0
262,"~ FrontOf ( c , b ) & ~ ( FrontOf ( d , c ) | FrontOf ( d , b ) )",c is not in front of b and it is not the case that d is in front of c or in front of b,0,0,0,0
263,"Larger ( e , b ) & BackOf ( e , b ) & Larger ( d , b ) & BackOf ( d , b )","e is larger than b , e is in back of b , d is larger than b and d is in back of b",0,0,0,0
264,"FrontOf ( b , d ) & FrontOf ( b , e )",b is in front of d and in front of e,0,0,0,0
265,"FrontOf ( b , d ) & FrontOf ( b , e ) & Larger ( d , b ) & Larger ( e , b )","b is in front of d , b is in front of e , d is larger than b and e is larger than b",0,0,0,0
266,~ Small ( d ) & Cube ( d ) & ~ Small ( c ) & Cube ( c ),"d is not small , d is a cube , c is not small and c is a cube",0,0,0,0
267,"SameShape ( d , c ) & Cube ( d ) & ~ ( Small ( d ) | Small ( c ) )","d is of the same shape as c , d is a cube and it is not the case that d or c is small",0,0,0,0
268,"( Tet ( a ) & SameShape ( a , e ) ) | ( Tet ( a ) & SameShape ( a , f ) )",at least one of these holds : \item a is a tetrahedron and a is of the same shape as e \item a is a tetrahedron and a is of the same shape as f,0,0,0,0
269,~ ( Small ( c ) | Small ( d ) ) & Cube ( c ) & Cube ( d ),"it is not the case that c or d is small , c is a cube and d is a cube",0,0,0,0
270,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( d , b ) )",it is not the case that d is in front of c or c is in front of itself and it is not the case that c or d is in front of b,0,0,0,0
271,~ Small ( c ) & ~ Small ( d ) & Cube ( c ) & Cube ( d ),"c is not small , d is not small , c is a cube and d is a cube",0,0,0,0
272,"~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , c )","d is not in front of b , c is not in front of b , d is not in front of c and c is not in front of c",0,0,0,0
273,"~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , c )","d is not in front of b , d is not in front of c , c is not in front of b and c is not in front of c",0,0,0,0
274,"FrontOf ( b , e ) & FrontOf ( b , d ) & Larger ( d , b ) & Larger ( e , b )","b is in front of e , b is in front of d , d is larger than b and e is larger than b",0,0,0,0
275,"~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c )","d is not in front of b , c is not in front of b and d is not in front of c",0,0,0,0
276,"~ ( FrontOf ( c , b ) | FrontOf ( c , c ) | FrontOf ( d , c ) | FrontOf ( d , b ) )","it is not the case that c is in front of b , c is in front of itself , d is in front of c or d is in front of b",0,0,0,0
277,"~ ( RightOf ( a , c ) & LeftOf ( a , b ) ) & ~ ( LeftOf ( e , b ) & RightOf ( e , c ) )",it is not the case that a is to the right of c and to the left of b and it is not the case that e is to the left of b and to the right of c,0,0,0,0
278,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) ) & ~ ( FrontOf ( c , c ) | FrontOf ( c , b ) )",it is not the case that d is in front of b or in front of c and it is not the case that c is in front of itself or c is in front of b,0,0,0,0
279,"Cube ( c ) & SameShape ( c , d ) & ~ Small ( c ) & ~ Small ( d )","c is a cube , c is of the same shape as d , c is not small and d is not small",0,0,0,0
280,"SameCol ( a , d ) & SameRow ( d , e ) & SameCol ( b , e )","a is in the same column as d , d is in the same row as e and b is in the same column as e",0,0,0,0
281,"Smaller ( b , d ) & Smaller ( b , e ) & BackOf ( d , b ) & BackOf ( e , b )","b is smaller than d , b is smaller than e , d is in back of b and e is in back of b",0,0,0,0
282,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) ) & ~ FrontOf ( d , b )",it is not the case that d is in front of c or c is in front of b and d is not in front of b,0,0,0,0
283,"( ~ Large ( e ) & ~ BackOf ( e , a ) ) | BackOf ( e , a )",at least one of these holds : \item e is not large and e is not in back of a \item e is in back of a,0,0,0,0
284,"BackOf ( d , b ) & BackOf ( e , b ) & Smaller ( b , d ) & Smaller ( b , e )","d is in back of b , e is in back of b , b is smaller than d and b is smaller than e",0,0,0,0
285,"~ ( SameRow ( b , c ) | SameRow ( c , b ) )",it is not the case that b is in the same row as c or c is in the same row as b,0,0,0,0
286,"~ ( LeftOf ( e , b ) & RightOf ( e , c ) ) & ~ ( LeftOf ( a , b ) & RightOf ( a , c ) )",it is not the case that e is to the left of b and to the right of c and it is not the case that a is to the left of b and to the right of c,0,0,0,0
287,"FrontOf ( b , d ) & FrontOf ( b , e ) & Larger ( e , b ) & Larger ( d , b )","b is in front of d , b is in front of e , e is larger than b and d is larger than b",0,0,0,0
288,"BackOf ( e , b ) & BackOf ( d , b ) & Larger ( d , b ) & Larger ( e , b )","e is in back of b , d is in back of b , d is larger than b and e is larger than b",0,0,0,0
289,"Cube ( d ) & SameShape ( d , c ) & ~ Small ( d ) & ~ Small ( c )","d is a cube , d is of the same shape as c , d is not small and c is not small",0,0,0,0
290,Small ( a ) | ( ~ Small ( a ) & Large ( c ) & Large ( d ) ),"at least one of these holds : \item a is small \item a is not small , c is large and d is large",0,0,0,0
291,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) | FrontOf ( c , b ) )","it is not the case that d is in front of b , d is in front of c or c is in front of b",0,0,0,0
292,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) | FrontOf ( c , c ) | FrontOf ( c , b ) )","it is not the case that d is in front of b , d is in front of c , c is in front of itself or c is in front of b",0,0,0,0
293,"~ FrontOf ( c , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c )","c is not in front of b , c is not in front of c , d is not in front of b and d is not in front of c",0,0,0,0
294,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( c , b ) )",it is not the case that d or c is in front of b and it is not the case that d is in front of c or c is in front of b,0,0,0,0
295,"Larger ( e , b ) & Larger ( d , b ) & BackOf ( d , b ) & BackOf ( e , b )","e is larger than b , d is larger than b , d is in back of b and e is in back of b",0,0,0,0
296,"~ FrontOf ( c , c ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b )","c is not in front of c , d is not in front of c , c is not in front of b and d is not in front of b",0,0,0,0
297,"Tet ( a ) & ( SameShape ( a , e ) | SameShape ( a , f ) )",a is a tetrahedron and a is of the same shape as e or of the same shape as f,0,0,0,0
298,"~ FrontOf ( d , c ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , b ) )",d is not in front of c and it is not the case that d or c is in front of b,0,0,0,0
299,"SameCol ( e , b ) & SameRow ( d , e ) & SameCol ( a , d )","e is in the same column as b , d is in the same row as e and a is in the same column as d",0,0,0,0
300,"~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b )","d is not in front of b , d is not in front of c , c is not in front of c and c is not in front of b",0,0,0,0
301,"Cube ( d ) & SameShape ( c , d ) & ~ Small ( c ) & ~ Small ( d )","d is a cube , c is of the same shape as d , c is not small and d is not small",0,0,0,0
302,"SameCol ( a , d ) & SameRow ( e , d ) & SameCol ( b , e )","a is in the same column as d , e is in the same row as d and b is in the same column as e",0,0,0,0
303,"~ ( ( LeftOf ( e , b ) & RightOf ( e , c ) ) | ( LeftOf ( a , b ) & RightOf ( a , c ) ) )",it is not the case that e or a is to the left of b and to the right of c,0,0,0,0
304,"~ ( FrontOf ( c , b ) | FrontOf ( c , c ) | FrontOf ( d , b ) | FrontOf ( d , c ) )","it is not the case that c is in front of b , c is in front of itself , d is in front of b or d is in front of c",0,0,0,0
305,"~ FrontOf ( d , c ) & ~ ( FrontOf ( c , b ) | FrontOf ( d , b ) )",d is not in front of c and it is not the case that c or d is in front of b,0,0,0,0
306,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( c , c ) )",it is not the case that d or c is in front of b and it is not the case that d is in front of c or c is in front of itself,0,0,0,0
307,"~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c )","c is not in front of b , d is not in front of b and d is not in front of c",0,0,0,0
308,"BackOf ( b , c ) | FrontOf ( b , c )",b is in back of c or in front of c,0,0,0,0
309,"BackOf ( d , b ) & BackOf ( e , b ) & BackOf ( d , b )","d , e and d are in back of b",0,0,0,0
310,( Tet ( e ) & Tet ( a ) ) | ( Tet ( f ) & Tet ( a ) ),at least one of these holds : \item e is a tetrahedron and a is a tetrahedron \item f is a tetrahedron and a is a tetrahedron,0,0,0,0
311,"SameRow ( e , d ) & SameCol ( b , e ) & SameCol ( d , a )","e is in the same row as d , b is in the same column as e and d is in the same column as a",0,0,0,0
312,"BackOf ( b , c ) | BackOf ( c , b )",b is in back of c or c is in back of b,0,0,0,0
313,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( c , c ) | FrontOf ( d , b ) )","it is not the case that d is in front of c , c is in front of b , c is in front of itself or d is in front of b",0,0,0,0
314,Tet ( a ) & ( Tet ( f ) | Tet ( e ) ),all these hold : \item a is a tetrahedron \item f is a tetrahedron or e is a tetrahedron,0,0,0,0
315,"~ ( FrontOf ( c , c ) | FrontOf ( c , b ) | FrontOf ( d , c ) | FrontOf ( d , b ) )","it is not the case that c is in front of itself , c is in front of b , d is in front of c or d is in front of b",0,0,0,0
